date,group,target,lags,delta_sign,weekday_vector,lag_pct_IBOV,lag_pct_ITUB4,lag_pct_BBDC4,lag_pct_VALE3,lag_pct_PETR4,lag_pct_PETR3,lag_pct_ABEV3,lag_pct_BBAS3,lag_pct_B3SA3,lag_pct_ITSA4
2020-12-29,test,[0.838344477687504],"[0.8326354086158471, 0.8165584546734925, 0.7962400932840344, 0.7917697844826427, 0.8141617228462403, 0.8205978903374007, 0.817770285372665]","[1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0.019688674889519087, 0.025517882810518255, 0.005645970443684867, -0.027503059570667787, -0.007843265949068035, 0.0034577007936245074, 0.030560127602531795]","[0.007200927709517302, 0.02208001708984364, 0.004823138800334137, -0.01768791751867793, -0.0015767656418832487, -0.0012598713551918994, 0.018934536440214034]","[0.009740276495374678, 0.0228781890463996, 0.02033136018017556, -0.024246872302024824, 0.0018402369127767937, 0.004807661108175099, 0.0226929035306509]","[-0.0005723792514704673, 0.004830896677606722, 0.0009210434088477992, -0.015081095296922586, 0.011353274401508129, 0.011366222612668508, 0.020355044031989733]","[0.008228963719432159, 0.024560119480566245, 0.009622510158290076, -0.04353980680482572, 0.0003541157564761477, 0.0017736515116464346, 0.012208263839526223]","[0.007383933914529184, 0.021551737722025566, 0.010159676780528315, -0.042390590395963046, -0.00484091940799114, 0.012605063623368107, 0.010973432422739293]","[0.017419384371849755, -0.0006447600731309677, 0.005836585742061917, -0.035647260974560946, -0.00435863618630028, 0.015170655862697835, 0.016709464537014718]","[0.0110483125746621, 0.01645330995963734, 0.0132310131750899, -0.03670656751241186, -0.004061940845171863, 0.001016541730075371, 0.009233054120464823]","[0.025170833126934467, -0.004810834550475707, 0.021694894564353806, -0.021396598041767634, -0.002646812992435965, -0.0016515024835852543, 0.028362740126539387]","[0.011139684112341675, 0.023684251473552242, 0.0017574256492296492, -0.015570960090133812, -0.009425848839598183, 0.0008576525739882879, 0.013913030209748545]"
2020-12-30,test,[0.836068928930169],"[0.838344477687504, 0.8326354086158471, 0.8165584546734925, 0.7962400932840344, 0.7917697844826427, 0.8141617228462403, 0.8205978903374007]","[1.0, 1.0, 1.0, 1.0, -1.0, -1.0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.006856625375982528, 0.019688674889519087, 0.025517882810518255, 0.005645970443684867, -0.027503059570667787, -0.007843265949068035, 0.0034577007936245074]","[-0.0021759309545684724, 0.007200927709517302, 0.02208001708984364, 0.004823138800334137, -0.01768791751867793, -0.0015767656418832487, -0.0012598713551918994]","[-0.01643440829704157, 0.009740276495374678, 0.0228781890463996, 0.02033136018017556, -0.024246872302024824, 0.0018402369127767937, 0.004807661108175099]","[-0.0027488016318918396, -0.0005723792514704673, 0.004830896677606722, 0.0009210434088477992, -0.015081095296922586, 0.011353274401508129, 0.011366222612668508]","[0.0031937598159414993, 0.008228963719432159, 0.024560119480566245, 0.009622510158290076, -0.04353980680482572, 0.0003541157564761477, 0.0017736515116464346]","[0.0006980962663167833, 0.007383933914529184, 0.021551737722025566, 0.010159676780528315, -0.042390590395963046, -0.00484091940799114, 0.012605063623368107]","[0.011414035908467568, 0.017419384371849755, -0.0006447600731309677, 0.005836585742061917, -0.035647260974560946, -0.00435863618630028, 0.015170655862697835]","[-0.005844969533800315, 0.0110483125746621, 0.01645330995963734, 0.0132310131750899, -0.03670656751241186, -0.004061940845171863, 0.001016541730075371]","[0.0052032470703125, 0.025170833126934467, -0.004810834550475707, 0.021694894564353806, -0.021396598041767634, -0.002646812992435965, -0.0016515024835852543]","[0.005932177431588581, 0.011139684112341675, 0.023684251473552242, 0.0017574256492296492, -0.015570960090133812, -0.009425848839598183, 0.0008576525739882879]"
2021-01-04,test,[0.8259972693414913],"[0.836068928930169, 0.838344477687504, 0.8326354086158471, 0.8165584546734925, 0.7962400932840344, 0.7917697844826427, 0.8141617228462403]","[-1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 0]","[1, 0, 0, 0, 0, 0, 0]","[-0.002714336192219946, 0.006856625375982528, 0.019688674889519087, 0.025517882810518255, 0.005645970443684867, -0.027503059570667787, -0.007843265949068035]","[-0.014641723853457633, -0.0021759309545684724, 0.007200927709517302, 0.02208001708984364, 0.004823138800334137, -0.01768791751867793, -0.0015767656418832487]","[-0.01416641072538205, -0.01643440829704157, 0.009740276495374678, 0.0228781890463996, 0.02033136018017556, -0.024246872302024824, 0.0018402369127767937]","[0.004364273053288681, -0.0027488016318918396, -0.0005723792514704673, 0.004830896677606722, 0.0009210434088477992, -0.015081095296922586, 0.011353274401508129]","[0.0024761122635565957, 0.0031937598159414993, 0.008228963719432159, 0.024560119480566245, 0.009622510158290076, -0.04353980680482572, 0.0003541157564761477]","[0.006278350355660267, 0.0006980962663167833, 0.007383933914529184, 0.021551737722025566, 0.010159676780528315, -0.042390590395963046, -0.00484091940799114]","[-0.018808789612686838, 0.011414035908467568, 0.017419384371849755, -0.0006447600731309677, 0.005836585742061917, -0.035647260974560946, -0.00435863618630028]","[-0.008179951522529372, -0.005844969533800315, 0.0110483125746621, 0.01645330995963734, 0.0132310131750899, -0.03670656751241186, -0.004061940845171863]","[0.002588156716304635, 0.0052032470703125, 0.025170833126934467, -0.004810834550475707, 0.021694894564353806, -0.021396598041767634, -0.002646812992435965]","[-0.01179446880139201, 0.005932177431588581, 0.011139684112341675, 0.023684251473552242, 0.0017574256492296492, -0.015570960090133812, -0.009425848839598183]"
2021-01-05,test,[0.8349513517298212],"[0.8259972693414913, 0.836068928930169, 0.838344477687504, 0.8326354086158471, 0.8165584546734925, 0.7962400932840344, 0.7917697844826427]","[-1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 0]","[0, 1, 0, 0, 0, 0, 0]","[-0.012046446459343274, -0.002714336192219946, 0.006856625375982528, 0.019688674889519087, 0.025517882810518255, 0.005645970443684867, -0.027503059570667787]","[-0.023079341182588697, -0.014641723853457633, -0.0021759309545684724, 0.007200927709517302, 0.02208001708984364, 0.004823138800334137, -0.01768791751867793]","[-0.026160615344135163, -0.01416641072538205, -0.01643440829704157, 0.009740276495374678, 0.0228781890463996, 0.02033136018017556, -0.024246872302024824]","[0.0458548001848853, 0.004364273053288681, -0.0027488016318918396, -0.0005723792514704673, 0.004830896677606722, 0.0009210434088477992, -0.015081095296922586]","[0.020112903731659637, 0.0024761122635565957, 0.0031937598159414993, 0.008228963719432159, 0.024560119480566245, 0.009622510158290076, -0.04353980680482572]","[0.022530315768999554, 0.006278350355660267, 0.0006980962663167833, 0.007383933914529184, 0.021551737722025566, 0.010159676780528315, -0.042390590395963046]","[-0.010862624948096311, -0.018808789612686838, 0.011414035908467568, 0.017419384371849755, -0.0006447600731309677, 0.005836585742061917, -0.035647260974560946]","[-0.031185544027457213, -0.008179951522529372, -0.005844969533800315, 0.0110483125746621, 0.01645330995963734, 0.0132310131750899, -0.03670656751241186]","[-0.01613423696975913, 0.002588156716304635, 0.0052032470703125, 0.025170833126934467, -0.004810834550475707, 0.021694894564353806, -0.021396598041767634]","[-0.01534521385557941, -0.01179446880139201, 0.005932177431588581, 0.011139684112341675, 0.023684251473552242, 0.0017574256492296492, -0.015570960090133812]"
2021-01-06,test,[0.8434072370529356],"[0.8349513517298212, 0.8259972693414913, 0.836068928930169, 0.838344477687504, 0.8326354086158471, 0.8165584546734925, 0.7962400932840344]","[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.010840329285190409, -0.012046446459343274, -0.002714336192219946, 0.006856625375982528, 0.019688674889519087, 0.025517882810518255, 0.005645970443684867]","[-0.006472454953393769, -0.023079341182588697, -0.014641723853457633, -0.0021759309545684724, 0.007200927709517302, 0.02208001708984364, 0.004823138800334137]","[-0.006810454146704337, -0.026160615344135163, -0.01416641072538205, -0.01643440829704157, 0.009740276495374678, 0.0228781890463996, 0.02033136018017556]","[0.016837972129269296, 0.0458548001848853, 0.004364273053288681, -0.0027488016318918396, -0.0005723792514704673, 0.004830896677606722, 0.0009210434088477992]","[0.039086858321667695, 0.020112903731659637, 0.0024761122635565957, 0.0031937598159414993, 0.008228963719432159, 0.024560119480566245, 0.009622510158290076]","[0.03050846164509391, 0.022530315768999554, 0.006278350355660267, 0.0006980962663167833, 0.007383933914529184, 0.021551737722025566, 0.010159676780528315]","[0.021317886766080374, -0.010862624948096311, -0.018808789612686838, 0.011414035908467568, 0.017419384371849755, -0.0006447600731309677, 0.005836585742061917]","[-0.010375083481386715, -0.031185544027457213, -0.008179951522529372, -0.005844969533800315, 0.0110483125746621, 0.01645330995963734, 0.0132310131750899]","[0.0019678408131449387, -0.01613423696975913, 0.002588156716304635, 0.0052032470703125, 0.025170833126934467, -0.004810834550475707, 0.021694894564353806]","[-0.007792220874601075, -0.01534521385557941, -0.01179446880139201, 0.005932177431588581, 0.011139684112341675, 0.023684251473552242, 0.0017574256492296492]"
2021-01-07,test,[0.8717506106280246],"[0.8434072370529356, 0.8349513517298212, 0.8259972693414913, 0.836068928930169, 0.838344477687504, 0.8326354086158471, 0.8165584546734925]","[1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0.01012739880664415, 0.010840329285190409, -0.012046446459343274, -0.002714336192219946, 0.006856625375982528, 0.019688674889519087, 0.025517882810518255]","[0.029315947757784455, -0.006472454953393769, -0.023079341182588697, -0.014641723853457633, -0.0021759309545684724, 0.007200927709517302, 0.02208001708984364]","[0.03314288911365337, -0.006810454146704337, -0.026160615344135163, -0.01416641072538205, -0.01643440829704157, 0.009740276495374678, 0.0228781890463996]","[0.03279573173933126, 0.016837972129269296, 0.0458548001848853, 0.004364273053288681, -0.0027488016318918396, -0.0005723792514704673, 0.004830896677606722]","[0.0019973190450659484, 0.039086858321667695, 0.020112903731659637, 0.0024761122635565957, 0.0031937598159414993, 0.008228963719432159, 0.024560119480566245]","[0.011513170587554411, 0.03050846164509391, 0.022530315768999554, 0.006278350355660267, 0.0006980962663167833, 0.007383933914529184, 0.021551737722025566]","[0.020240274045334905, 0.021317886766080374, -0.010862624948096311, -0.018808789612686838, 0.011414035908467568, 0.017419384371849755, -0.0006447600731309677]","[0.02284942087871955, -0.010375083481386715, -0.031185544027457213, -0.008179951522529372, -0.005844969533800315, 0.0110483125746621, 0.01645330995963734]","[-0.016366612520024026, 0.0019678408131449387, -0.01613423696975913, 0.002588156716304635, 0.0052032470703125, 0.025170833126934467, -0.004810834550475707]","[0.02006976801664284, -0.007792220874601075, -0.01534521385557941, -0.01179446880139201, 0.005932177431588581, 0.011139684112341675, 0.023684251473552242]"
2021-01-08,test,[0.9154169101548721],"[0.8717506106280246, 0.8434072370529356, 0.8349513517298212, 0.8259972693414913, 0.836068928930169, 0.838344477687504, 0.8326354086158471]","[1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.03360579839713895, 0.01012739880664415, 0.010840329285190409, -0.012046446459343274, -0.002714336192219946, 0.006856625375982528, 0.019688674889519087]","[0.03892409603596825, 0.029315947757784455, -0.006472454953393769, -0.023079341182588697, -0.014641723853457633, -0.0021759309545684724, 0.007200927709517302]","[0.02654864642603183, 0.03314288911365337, -0.006810454146704337, -0.026160615344135163, -0.01416641072538205, -0.01643440829704157, 0.009740276495374678]","[0.06527846375692192, 0.03279573173933126, 0.016837972129269296, 0.0458548001848853, 0.004364273053288681, -0.0027488016318918396, -0.0005723792514704673]","[0.029900319173561618, 0.0019973190450659484, 0.039086858321667695, 0.020112903731659637, 0.0024761122635565957, 0.0031937598159414993, 0.008228963719432159]","[0.029268280277407355, 0.011513170587554411, 0.03050846164509391, 0.022530315768999554, 0.006278350355660267, 0.0006980962663167833, 0.007383933914529184]","[-0.004959697945963959, 0.020240274045334905, 0.021317886766080374, -0.010862624948096311, -0.018808789612686838, 0.011414035908467568, 0.017419384371849755]","[0.039684682431208484, 0.02284942087871955, -0.010375083481386715, -0.031185544027457213, -0.008179951522529372, -0.005844969533800315, 0.0110483125746621]","[0.027953416769206596, -0.016366612520024026, 0.0019678408131449387, -0.01613423696975913, 0.002588156716304635, 0.0052032470703125, 0.025170833126934467]","[0.04020532796404064, 0.02006976801664284, -0.007792220874601075, -0.01534521385557941, -0.01179446880139201, 0.005932177431588581, 0.011139684112341675]"
2021-01-11,test,[0.8832091431279775],"[0.9154169101548721, 0.8717506106280246, 0.8434072370529356, 0.8349513517298212, 0.8259972693414913, 0.836068928930169, 0.838344477687504]","[1.0, 1.0, 1.0, 1.0, -1.0, -1.0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.050090357258699925, 0.03360579839713895, 0.01012739880664415, 0.010840329285190409, -0.012046446459343274, -0.002714336192219946, 0.006856625375982528]","[-0.0033506123733295645, 0.03892409603596825, 0.029315947757784455, -0.006472454953393769, -0.023079341182588697, -0.014641723853457633, -0.0021759309545684724]","[-0.00862068138659311, 0.02654864642603183, 0.03314288911365337, -0.006810454146704337, -0.026160615344135163, -0.01416641072538205, -0.01643440829704157]","[-0.010359632151634712, 0.06527846375692192, 0.03279573173933126, 0.016837972129269296, 0.0458548001848853, 0.004364273053288681, -0.0027488016318918396]","[0.0032258187570879393, 0.029900319173561618, 0.0019973190450659484, 0.039086858321667695, 0.020112903731659637, 0.0024761122635565957, 0.0031937598159414993]","[-0.0009478287411830433, 0.029268280277407355, 0.011513170587554411, 0.03050846164509391, 0.022530315768999554, 0.006278350355660267, 0.0006980962663167833]","[0.03676013586502491, -0.004959697945963959, 0.020240274045334905, 0.021317886766080374, -0.010862624948096311, -0.018808789612686838, 0.011414035908467568]","[-0.0005055727267283538, 0.039684682431208484, 0.02284942087871955, -0.010375083481386715, -0.031185544027457213, -0.008179951522529372, -0.005844969533800315]","[0.0241178651328513, 0.027953416769206596, -0.016366612520024026, 0.0019678408131449387, -0.01613423696975913, 0.002588156716304635, 0.0052032470703125]","[-0.0024670833345097343, 0.04020532796404064, 0.02006976801664284, -0.007792220874601075, -0.01534521385557941, -0.01179446880139201, 0.005932177431588581]"
2021-01-12,test,[0.899245702713693],"[0.8832091431279775, 0.9154169101548721, 0.8717506106280246, 0.8434072370529356, 0.8349513517298212, 0.8259972693414913, 0.836068928930169]","[-1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 0]","[0, 1, 0, 0, 0, 0, 0]","[-0.035183714294119484, 0.050090357258699925, 0.03360579839713895, 0.01012739880664415, 0.010840329285190409, -0.012046446459343274, -0.002714336192219946]","[-0.01955988281698129, -0.0033506123733295645, 0.03892409603596825, 0.029315947757784455, -0.006472454953393769, -0.023079341182588697, -0.014641723853457633]","[-0.017753614650206417, -0.00862068138659311, 0.02654864642603183, 0.03314288911365337, -0.006810454146704337, -0.026160615344135163, -0.01416641072538205]","[0.007110420753640323, -0.010359632151634712, 0.06527846375692192, 0.03279573173933126, 0.016837972129269296, 0.0458548001848853, 0.004364273053288681]","[-0.007717034346442109, 0.0032258187570879393, 0.029900319173561618, 0.0019973190450659484, 0.039086858321667695, 0.020112903731659637, 0.0024761122635565957]","[-0.010436429947737302, -0.0009478287411830433, 0.029268280277407355, 0.011513170587554411, 0.03050846164509391, 0.022530315768999554, 0.006278350355660267]","[-0.032451864662605634, 0.03676013586502491, -0.004959697945963959, 0.020240274045334905, 0.021317886766080374, -0.010862624948096311, -0.018808789612686838]","[-0.010116376242212621, -0.0005055727267283538, 0.039684682431208484, 0.02284942087871955, -0.010375083481386715, -0.031185544027457213, -0.008179951522529372]","[-0.04994467875058084, 0.0241178651328513, 0.027953416769206596, -0.016366612520024026, 0.0019678408131449387, -0.01613423696975913, 0.002588156716304635]","[-0.02308324240144466, -0.0024670833345097343, 0.04020532796404064, 0.02006976801664284, -0.007792220874601075, -0.01534521385557941, -0.01179446880139201]"
2021-01-13,test,[0.8728816526139189],"[0.899245702713693, 0.8832091431279775, 0.9154169101548721, 0.8717506106280246, 0.8434072370529356, 0.8349513517298212, 0.8259972693414913]","[1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.018157148519681643, -0.035183714294119484, 0.050090357258699925, 0.03360579839713895, 0.01012739880664415, 0.010840329285190409, -0.012046446459343274]","[0.003117159239819367, -0.01955988281698129, -0.0033506123733295645, 0.03892409603596825, 0.029315947757784455, -0.006472454953393769, -0.023079341182588697]","[-0.0007377520218879718, -0.017753614650206417, -0.00862068138659311, 0.02654864642603183, 0.03314288911365337, -0.006810454146704337, -0.026160615344135163]","[-0.027358313627057318, 0.007110420753640323, -0.010359632151634712, 0.06527846375692192, 0.03279573173933126, 0.016837972129269296, 0.0458548001848853]","[-0.00745306043538474, -0.007717034346442109, 0.0032258187570879393, 0.029900319173561618, 0.0019973190450659484, 0.039086858321667695, 0.020112903731659637]","[-0.0035155195632153857, -0.010436429947737302, -0.0009478287411830433, 0.029268280277407355, 0.011513170587554411, 0.03050846164509391, 0.022530315768999554]","[0.04347818875808751, -0.032451864662605634, 0.03676013586502491, -0.004959697945963959, 0.020240274045334905, 0.021317886766080374, -0.010862624948096311]","[0.00919776739819711, -0.010116376242212621, -0.0005055727267283538, 0.039684682431208484, 0.02284942087871955, -0.010375083481386715, -0.031185544027457213]","[0.028946894794572353, -0.04994467875058084, 0.0241178651328513, 0.027953416769206596, -0.016366612520024026, 0.0019678408131449387, -0.01613423696975913]","[0.007594868862140336, -0.02308324240144466, -0.0024670833345097343, 0.04020532796404064, 0.02006976801664284, -0.007792220874601075, -0.01534521385557941]"
