date,group,target,lags,delta_sign,weekday_vector,lag_pct_IBOV,lag_pct_ITUB4,lag_pct_BBDC4,lag_pct_VALE3,lag_pct_PETR4,lag_pct_PETR3,lag_pct_ABEV3,lag_pct_BBAS3,lag_pct_B3SA3,lag_pct_ITSA4
2020-07-14,train,[0.5820422848125298],"[0.5585731636052234, 0.5765486523096147, 0.5648073593131883, 0.5730208784964683, 0.5459701243338299, 0.5618047121363499, 0.5325591979296547]","[-1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 0]","[0, 1, 0, 0, 0, 0, 0]","[-0.03117774819589425, 0.020788137411495544, -0.014333717132316792, 0.04954621682943672, -0.02818521714121358, 0.05491504854368934, 0.01358208190251653]","[-0.014705938038939936, 0.009276437585255648, 0.0003712037373271304, 0.021615459866659137, -0.049044310330098595, 0.04641507706552184, -0.0018832104895413204]","[-0.013920133224916253, 0.014578573289369068, -0.022271714165168377, 0.03408575355473231, -0.041501128030421275, 0.060889892919573585, 0.006600721501188733]","[0.011936111823860562, 0.009748370606302847, -0.01570135259369465, 0.01685294981267238, -0.003535456319929131, 0.023706142111491024, -0.004144951342159531]","[-0.015548661835225297, 0.016711872151468743, -0.022516566775771518, 0.01889339113552202, -0.01243894641485821, 0.0241128615870565, -0.003626469884079664]","[-0.00652172254479455, 0.015452555733527884, -0.028730706906597847, 0.024604545707858083, -0.01684662618034194, 0.028888871934678928, -0.006183718790754411]","[-0.0572390814568855, 0.014344264564362108, -0.0047586468145949246, 0.017993095661851033, 0.006267420246492961, 0.015558649788744994, -0.0021171300500824053]","[-0.009958997031821348, 0.005300362486113208, -0.003813466340080507, 0.024338984465195113, -0.04009228333024517, 0.03492531847597946, 0.010253321898444634]","[-0.0010008569228927566, 0.017999683889915907, -0.02901899574527611, 0.060871146902081286, 0.011500313268174356, 0.00035399040289685324, 0.005338064643913398]","[-0.018572784837267542, 0.002941150346291277, 0.0029498262287255272, 0.018018048978957424, -0.03571427585140985, 0.03911728978966833, 0.0020100962961877578]"
2020-07-15,train,[0.6002332100856631],"[0.5820422848125298, 0.5585731636052234, 0.5765486523096147, 0.5648073593131883, 0.5730208784964683, 0.5459701243338299, 0.5618047121363499]","[1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.04201619901648823, -0.03117774819589425, 0.020788137411495544, -0.014333717132316792, 0.04954621682943672, -0.02818521714121358, 0.05491504854368934]","[0.016791073722015826, -0.014705938038939936, 0.009276437585255648, 0.0003712037373271304, 0.021615459866659137, -0.049044310330098595, 0.04641507706552184]","[0.016848854948041225, -0.013920133224916253, 0.014578573289369068, -0.022271714165168377, 0.03408575355473231, -0.041501128030421275, 0.060889892919573585]","[0.07025150268630109, 0.011936111823860562, 0.009748370606302847, -0.01570135259369465, 0.01685294981267238, -0.003535456319929131, 0.023706142111491024]","[0.03339349170639028, -0.015548661835225297, 0.016711872151468743, -0.022516566775771518, 0.01889339113552202, -0.01243894641485821, 0.0241128615870565]","[0.03457326017461959, -0.00652172254479455, 0.015452555733527884, -0.028730706906597847, 0.024604545707858083, -0.01684662618034194, 0.028888871934678928]","[-0.006428582327706489, -0.0572390814568855, 0.014344264564362108, -0.0047586468145949246, 0.017993095661851033, 0.006267420246492961, 0.015558649788744994]","[0.016272167144237404, -0.009958997031821348, 0.005300362486113208, -0.003813466340080507, 0.024338984465195113, -0.04009228333024517, 0.03492531847597946]","[0.020871598142244263, -0.0010008569228927566, 0.017999683889915907, -0.02901899574527611, 0.060871146902081286, 0.011500313268174356, 0.00035399040289685324]","[0.011952179881974168, -0.018572784837267542, 0.002941150346291277, 0.0029498262287255272, 0.018018048978957424, -0.03571427585140985, 0.03911728978966833]"
2020-07-16,train,[0.5835638055792687],"[0.6002332100856631, 0.5820422848125298, 0.5585731636052234, 0.5765486523096147, 0.5648073593131883, 0.5730208784964683, 0.5459701243338299]","[1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0.031253614638999005, 0.04201619901648823, -0.03117774819589425, 0.020788137411495544, -0.014333717132316792, 0.04954621682943672, -0.02818521714121358]","[0.006972496662664751, 0.016791073722015826, -0.014705938038939936, 0.009276437585255648, 0.0003712037373271304, 0.021615459866659137, -0.049044310330098595]","[0.016569674899129527, 0.016848854948041225, -0.013920133224916253, 0.014578573289369068, -0.022271714165168377, 0.03408575355473231, -0.041501128030421275]","[0.001458673443679226, 0.07025150268630109, 0.011936111823860562, 0.009748370606302847, -0.01570135259369465, 0.01685294981267238, -0.003535456319929131]","[0.019213997440487907, 0.03339349170639028, -0.015548661835225297, 0.016711872151468743, -0.022516566775771518, 0.01889339113552202, -0.01243894641485821]","[0.023688721986018013, 0.03457326017461959, -0.00652172254479455, 0.015452555733527884, -0.028730706906597847, 0.024604545707858083, -0.01684662618034194]","[0.027318484443521696, -0.006428582327706489, -0.0572390814568855, 0.014344264564362108, -0.0047586468145949246, 0.017993095661851033, 0.006267420246492961]","[0.00989811259654183, 0.016272167144237404, -0.009958997031821348, 0.005300362486113208, -0.003813466340080507, 0.024338984465195113, -0.04009228333024517]","[0.012266928483597228, 0.020871598142244263, -0.0010008569228927566, 0.017999683889915907, -0.02901899574527611, 0.060871146902081286, 0.011500313268174356]","[0.010826831890118793, 0.011952179881974168, -0.018572784837267542, 0.002941150346291277, 0.0029498262287255272, 0.018018048978957424, -0.03571427585140985]"
2020-07-17,train,[0.6150040798300206],"[0.5835638055792687, 0.6002332100856631, 0.5820422848125298, 0.5585731636052234, 0.5765486523096147, 0.5648073593131883, 0.5730208784964683]","[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 0]","[0, 0, 0, 0, 1, 0, 0]","[-0.027771546502759148, 0.031253614638999005, 0.04201619901648823, -0.03117774819589425, 0.020788137411495544, -0.014333717132316792, 0.04954621682943672]","[-0.016763884215321045, 0.006972496662664751, 0.016791073722015826, -0.014705938038939936, 0.009276437585255648, 0.0003712037373271304, 0.021615459866659137]","[-0.01762121200154132, 0.016569674899129527, 0.016848854948041225, -0.013920133224916253, 0.014578573289369068, -0.022271714165168377, 0.03408575355473231]","[-0.027027058729544695, 0.001458673443679226, 0.07025150268630109, 0.011936111823860562, 0.009748370606302847, -0.01570135259369465, 0.01685294981267238]","[-0.02656387468637844, 0.019213997440487907, 0.03339349170639028, -0.015548661835225297, 0.016711872151468743, -0.022516566775771518, 0.01889339113552202]","[-0.02355378447118761, 0.023688721986018013, 0.03457326017461959, -0.00652172254479455, 0.015452555733527884, -0.028730706906597847, 0.024604545707858083]","[-0.01679494553945704, 0.027318484443521696, -0.006428582327706489, -0.0572390814568855, 0.014344264564362108, -0.0047586468145949246, 0.017993095661851033]","[-0.00835967461257836, 0.00989811259654183, 0.016272167144237404, -0.009958997031821348, 0.005300362486113208, -0.003813466340080507, 0.024338984465195113]","[-0.006301492866288005, 0.012266928483597228, 0.020871598142244263, -0.0010008569228927566, 0.017999683889915907, -0.02901899574527611, 0.060871146902081286]","[-0.011684599209796809, 0.010826831890118793, 0.011952179881974168, -0.018572784837267542, 0.002941150346291277, 0.0029498262287255272, 0.018018048978957424]"
2020-07-20,train,[0.6357129200003232],"[0.6150040798300206, 0.5835638055792687, 0.6002332100856631, 0.5820422848125298, 0.5585731636052234, 0.5765486523096147, 0.5648073593131883]","[1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.05387632671896614, -0.027771546502759148, 0.031253614638999005, 0.04201619901648823, -0.03117774819589425, 0.020788137411495544, -0.014333717132316792]","[0.008895469799488076, -0.016763884215321045, 0.006972496662664751, 0.016791073722015826, -0.014705938038939936, 0.009276437585255648, 0.0003712037373271304]","[0.004932762964796611, -0.01762121200154132, 0.016569674899129527, 0.016848854948041225, -0.013920133224916253, 0.014578573289369068, -0.022271714165168377]","[0.015302761144173171, -0.027027058729544695, 0.001458673443679226, 0.07025150268630109, 0.011936111823860562, 0.009748370606302847, -0.01570135259369465]","[0.000880301864794264, -0.02656387468637844, 0.019213997440487907, 0.03339349170639028, -0.015548661835225297, 0.016711872151468743, -0.022516566775771518]","[0.0008464011203555, -0.02355378447118761, 0.023688721986018013, 0.03457326017461959, -0.00652172254479455, 0.015452555733527884, -0.028730706906597847]","[0.007829156952594563, -0.01679494553945704, 0.027318484443521696, -0.006428582327706489, -0.0572390814568855, 0.014344264564362108, -0.0047586468145949246]","[0.030813881150450584, -0.00835967461257836, 0.00989811259654183, 0.016272167144237404, -0.009958997031821348, 0.005300362486113208, -0.003813466340080507]","[0.03886177869347063, -0.006301492866288005, 0.012266928483597228, 0.020871598142244263, -0.0010008569228927566, 0.017999683889915907, -0.02901899574527611]","[0.011822743225952337, -0.011684599209796809, 0.010826831890118793, 0.011952179881974168, -0.018572784837267542, 0.002941150346291277, 0.0029498262287255272]"
2020-07-21,train,[0.6341510048769454],"[0.6357129200003232, 0.6150040798300206, 0.5835638055792687, 0.6002332100856631, 0.5820422848125298, 0.5585731636052234, 0.5765486523096147]","[1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0.033672687465790885, 0.05387632671896614, -0.027771546502759148, 0.031253614638999005, 0.04201619901648823, -0.03117774819589425, 0.020788137411495544]","[0.0029390127011064138, 0.008895469799488076, -0.016763884215321045, 0.006972496662664751, 0.016791073722015826, -0.014705938038939936, 0.009276437585255648]","[0.009370860921515733, 0.004932762964796611, -0.01762121200154132, 0.016569674899129527, 0.016848854948041225, -0.013920133224916253, 0.014578573289369068]","[-0.003931875407389485, 0.015302761144173171, -0.027027058729544695, 0.001458673443679226, 0.07025150268630109, 0.011936111823860562, 0.009748370606302847]","[0.0, 0.000880301864794264, -0.02656387468637844, 0.019213997440487907, 0.03339349170639028, -0.015548661835225297, 0.016711872151468743]","[-0.006342478687092479, 0.0008464011203555, -0.02355378447118761, 0.023688721986018013, 0.03457326017461959, -0.00652172254479455, 0.015452555733527884]","[-0.0028248560935074662, 0.007829156952594563, -0.01679494553945704, 0.027318484443521696, -0.006428582327706489, -0.0572390814568855, 0.014344264564362108]","[-0.003948093436633493, 0.030813881150450584, -0.00835967461257836, 0.00989811259654183, 0.016272167144237404, -0.009958997031821348, 0.005300362486113208]","[0.054938208949164125, 0.03886177869347063, -0.006301492866288005, 0.012266928483597228, 0.020871598142244263, -0.0010008569228927566, 0.017999683889915907]","[0.014605609721943136, 0.011822743225952337, -0.011684599209796809, 0.010826831890118793, 0.011952179881974168, -0.018572784837267542, 0.002941150346291277]"
2020-07-22,train,[0.6338817091660182],"[0.6341510048769454, 0.6357129200003232, 0.6150040798300206, 0.5835638055792687, 0.6002332100856631, 0.5820422848125298, 0.5585731636052234]","[-1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 0]","[0, 0, 1, 0, 0, 0, 0]","[-0.0024569504161988664, 0.033672687465790885, 0.05387632671896614, -0.027771546502759148, 0.031253614638999005, 0.04201619901648823, -0.03117774819589425]","[0.017582471172136405, 0.0029390127011064138, 0.008895469799488076, -0.016763884215321045, 0.006972496662664751, 0.016791073722015826, -0.014705938038939936]","[0.026967227248944736, 0.009370860921515733, 0.004932762964796611, -0.01762121200154132, 0.016569674899129527, 0.016848854948041225, -0.013920133224916253]","[-0.018092080393491083, -0.003931875407389485, 0.015302761144173171, -0.027027058729544695, 0.001458673443679226, 0.07025150268630109, 0.011936111823860562]","[0.027704532737744092, 0.0, 0.000880301864794264, -0.02656387468637844, 0.019213997440487907, 0.03339349170639028, -0.015548661835225297]","[0.020851054090134546, -0.006342478687092479, 0.0008464011203555, -0.02355378447118761, 0.023688721986018013, 0.03457326017461959, -0.00652172254479455]","[0.039660086696560626, -0.0028248560935074662, 0.007829156952594563, -0.01679494553945704, 0.027318484443521696, -0.006428582327706489, -0.0572390814568855]","[0.004813193236451019, -0.003948093436633493, 0.030813881150450584, -0.00835967461257836, 0.00989811259654183, 0.016272167144237404, -0.009958997031821348]","[-0.018842792933369656, 0.054938208949164125, 0.03886177869347063, -0.006301492866288005, 0.012266928483597228, 0.020871598142244263, -0.0010008569228927566]","[0.00959696552183642, 0.014605609721943136, 0.011822743225952337, -0.011684599209796809, 0.010826831890118793, 0.011952179881974168, -0.018572784837267542]"
2020-07-23,train,[0.6069925324299361],"[0.6338817091660182, 0.6341510048769454, 0.6357129200003232, 0.6150040798300206, 0.5835638055792687, 0.6002332100856631, 0.5820422848125298]","[-1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 0]","[0, 0, 0, 1, 0, 0, 0]","[-0.00042465549822712223, -0.0024569504161988664, 0.033672687465790885, 0.05387632671896614, -0.027771546502759148, 0.031253614638999005, 0.04201619901648823]","[-0.02555799043455753, 0.017582471172136405, 0.0029390127011064138, 0.008895469799488076, -0.016763884215321045, 0.006972496662664751, 0.016791073722015826]","[-0.01721909713355796, 0.026967227248944736, 0.009370860921515733, 0.004932762964796611, -0.01762121200154132, 0.016569674899129527, 0.016848854948041225]","[-0.007705177195880597, -0.018092080393491083, -0.003931875407389485, 0.015302761144173171, -0.027027058729544695, 0.001458673443679226, 0.07025150268630109]","[-0.013692836571731481, 0.027704532737744092, 0.0, 0.000880301864794264, -0.02656387468637844, 0.019213997440487907, 0.03339349170639028]","[-0.01042100885307129, 0.020851054090134546, -0.006342478687092479, 0.0008464011203555, -0.02355378447118761, 0.023688721986018013, 0.03457326017461959]","[0.0020435784977888005, 0.039660086696560626, -0.0028248560935074662, 0.007829156952594563, -0.01679494553945704, 0.027318484443521696, -0.006428582327706489]","[-0.008171341273936816, 0.004813193236451019, -0.003948093436633493, 0.030813881150450584, -0.00835967461257836, 0.00989811259654183, 0.016272167144237404]","[0.008619381800968773, -0.018842792933369656, 0.054938208949164125, 0.03886177869347063, -0.006301492866288005, 0.012266928483597228, 0.020871598142244263]","[0.0, 0.00959696552183642, 0.014605609721943136, 0.011822743225952337, -0.011684599209796809, 0.010826831890118793, 0.011952179881974168]"
2020-07-24,train,[0.6081908983435622],"[0.6069925324299361, 0.6338817091660182, 0.6341510048769454, 0.6357129200003232, 0.6150040798300206, 0.5835638055792687, 0.6002332100856631]","[-1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 0]","[0, 0, 0, 0, 1, 0, 0]","[-0.04241986532701736, -0.00042465549822712223, -0.0024569504161988664, 0.033672687465790885, 0.05387632671896614, -0.027771546502759148, 0.031253614638999005]","[-0.021056509096791798, -0.02555799043455753, 0.017582471172136405, 0.0029390127011064138, 0.008895469799488076, -0.016763884215321045, 0.006972496662664751]","[-0.01445466162106257, -0.01721909713355796, 0.026967227248944736, 0.009370860921515733, 0.004932762964796611, -0.01762121200154132, 0.016569674899129527]","[-0.006583443506002928, -0.007705177195880597, -0.018092080393491083, -0.003931875407389485, 0.015302761144173171, -0.027027058729544695, 0.001458673443679226]","[-0.020824275840520157, -0.013692836571731481, 0.027704532737744092, 0.0, 0.000880301864794264, -0.02656387468637844, 0.019213997440487907]","[-0.021482739418653973, -0.01042100885307129, 0.020851054090134546, -0.006342478687092479, 0.0008464011203555, -0.02355378447118761, 0.023688721986018013]","[-0.021074127723506808, 0.0020435784977888005, 0.039660086696560626, -0.0028248560935074662, 0.007829156952594563, -0.01679494553945704, 0.027318484443521696]","[-0.024147791772586857, -0.008171341273936816, 0.004813193236451019, -0.003948093436633493, 0.030813881150450584, -0.00835967461257836, 0.00989811259654183]","[-0.017691159807569967, 0.008619381800968773, -0.018842792933369656, 0.054938208949164125, 0.03886177869347063, -0.006301492866288005, 0.012266928483597228]","[-0.014258608904706871, 0.0, 0.00959696552183642, 0.014605609721943136, 0.011822743225952337, -0.011684599209796809, 0.010826831890118793]"
2020-07-27,train,[0.6363996240631876],"[0.6081908983435622, 0.6069925324299361, 0.6338817091660182, 0.6341510048769454, 0.6357129200003232, 0.6150040798300206, 0.5835638055792687]","[1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.0019742679680567754, -0.04241986532701736, -0.00042465549822712223, -0.0024569504161988664, 0.033672687465790885, 0.05387632671896614, -0.027771546502759148]","[-0.0011321013828493598, -0.021056509096791798, -0.02555799043455753, 0.017582471172136405, 0.0029390127011064138, 0.008895469799488076, -0.016763884215321045]","[0.0062221950954861605, -0.01445466162106257, -0.01721909713355796, 0.026967227248944736, 0.009370860921515733, 0.004932762964796611, -0.01762121200154132]","[-0.004248088470383493, -0.006583443506002928, -0.007705177195880597, -0.018092080393491083, -0.003931875407389485, 0.015302761144173171, -0.027027058729544695]","[0.007089049604586339, -0.020824275840520157, -0.013692836571731481, 0.027704532737744092, 0.0, 0.000880301864794264, -0.02656387468637844]","[0.00430479481017243, -0.021482739418653973, -0.01042100885307129, 0.020851054090134546, -0.006342478687092479, 0.0008464011203555, -0.02355378447118761]","[0.036805604214287024, -0.021074127723506808, 0.0020435784977888005, 0.039660086696560626, -0.0028248560935074662, 0.007829156952594563, -0.01679494553945704]","[-0.011644766490542802, -0.024147791772586857, -0.008171341273936816, 0.004813193236451019, -0.003948093436633493, 0.030813881150450584, -0.00835967461257836]","[-0.0025945997810624677, -0.017691159807569967, 0.008619381800968773, -0.018842792933369656, 0.054938208949164125, 0.03886177869347063, -0.006301492866288005]","[0.00771455396228693, -0.014258608904706871, 0.0, 0.00959696552183642, 0.014605609721943136, 0.011822743225952337, -0.011684599209796809]"
2020-07-28,train,[0.6314445829821269],"[0.6363996240631876, 0.6081908983435622, 0.6069925324299361, 0.6338817091660182, 0.6341510048769454, 0.6357129200003232, 0.6150040798300206]","[1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0.04638136775221935, 0.0019742679680567754, -0.04241986532701736, -0.00042465549822712223, -0.0024569504161988664, 0.033672687465790885, 0.05387632671896614]","[0.05024555943358311, -0.0011321013828493598, -0.021056509096791798, -0.02555799043455753, 0.017582471172136405, 0.0029390127011064138, 0.008895469799488076]","[0.04593643743660425, 0.0062221950954861605, -0.01445466162106257, -0.01721909713355796, 0.026967227248944736, 0.009370860921515733, 0.004932762964796611]","[0.047269633615894424, -0.004248088470383493, -0.006583443506002928, -0.007705177195880597, -0.018092080393491083, -0.003931875407389485, 0.015302761144173171]","[0.02067757281867877, 0.007089049604586339, -0.020824275840520157, -0.013692836571731481, 0.027704532737744092, 0.0, 0.000880301864794264]","[0.018859860072717893, 0.00430479481017243, -0.021482739418653973, -0.01042100885307129, 0.020851054090134546, -0.006342478687092479, 0.0008464011203555]","[0.023442693947841153, 0.036805604214287024, -0.021074127723506808, 0.0020435784977888005, 0.039660086696560626, -0.0028248560935074662, 0.007829156952594563]","[0.028276850159031808, -0.011644766490542802, -0.024147791772586857, -0.008171341273936816, 0.004813193236451019, -0.003948093436633493, 0.030813881150450584]","[0.013466027595409713, -0.0025945997810624677, -0.017691159807569967, 0.008619381800968773, -0.018842792933369656, 0.054938208949164125, 0.03886177869347063]","[0.05454551759830317, 0.00771455396228693, -0.014258608904706871, 0.0, 0.00959696552183642, 0.014605609721943136, 0.011822743225952337]"
2020-07-29,train,[0.6515879021594824],"[0.6314445829821269, 0.6363996240631876, 0.6081908983435622, 0.6069925324299361, 0.6338817091660182, 0.6341510048769454, 0.6357129200003232]","[-1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 0]","[0, 0, 1, 0, 0, 0, 0]","[-0.007786052809749533, 0.04638136775221935, 0.0019742679680567754, -0.04241986532701736, -0.00042465549822712223, -0.0024569504161988664, 0.033672687465790885]","[-0.005755390352630396, 0.05024555943358311, -0.0011321013828493598, -0.021056509096791798, -0.02555799043455753, 0.017582471172136405, 0.0029390127011064138]","[-0.006756750225933805, 0.04593643743660425, 0.0062221950954861605, -0.01445466162106257, -0.01721909713355796, 0.026967227248944736, 0.009370860921515733]","[-0.01678342508104136, 0.047269633615894424, -0.004248088470383493, -0.006583443506002928, -0.007705177195880597, -0.018092080393491083, -0.003931875407389485]","[-0.017241444513996895, 0.02067757281867877, 0.007089049604586339, -0.020824275840520157, -0.013692836571731481, 0.027704532737744092, 0.0]","[-0.015986582280065553, 0.018859860072717893, 0.00430479481017243, -0.021482739418653973, -0.01042100885307129, 0.020851054090134546, -0.006342478687092479]","[-0.012434527729298317, 0.023442693947841153, 0.036805604214287024, -0.021074127723506808, 0.0020435784977888005, 0.039660086696560626, -0.0028248560935074662]","[0.003437379902872184, 0.028276850159031808, -0.011644766490542802, -0.024147791772586857, -0.008171341273936816, 0.004813193236451019, -0.003948093436633493]","[-0.01509889701515943, 0.013466027595409713, -0.0025945997810624677, -0.017691159807569967, 0.008619381800968773, -0.018842792933369656, 0.054938208949164125]","[-0.012704204855465528, 0.05454551759830317, 0.00771455396228693, -0.014258608904706871, 0.0, 0.00959696552183642, 0.014605609721943136]"
2020-07-30,train,[0.6435628899738515],"[0.6515879021594824, 0.6314445829821269, 0.6363996240631876, 0.6081908983435622, 0.6069925324299361, 0.6338817091660182, 0.6341510048769454]","[1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0.03190037529853296, -0.007786052809749533, 0.04638136775221935, 0.0019742679680567754, -0.04241986532701736, -0.00042465549822712223, -0.0024569504161988664]","[0.023516698271793146, -0.005755390352630396, 0.05024555943358311, -0.0011321013828493598, -0.021056509096791798, -0.02555799043455753, 0.017582471172136405]","[0.03146257469029501, -0.006756750225933805, 0.04593643743660425, 0.0062221950954861605, -0.01445466162106257, -0.01721909713355796, 0.026967227248944736]","[0.04325489896836898, -0.01678342508104136, 0.047269633615894424, -0.004248088470383493, -0.006583443506002928, -0.007705177195880597, -0.018092080393491083]","[0.016228107526950142, -0.017241444513996895, 0.02067757281867877, 0.007089049604586339, -0.020824275840520157, -0.013692836571731481, 0.027704532737744092]","[0.01881148121159626, -0.015986582280065553, 0.018859860072717893, 0.00430479481017243, -0.021482739418653973, -0.01042100885307129, 0.020851054090134546]","[0.003976107709455112, -0.012434527729298317, 0.023442693947841153, 0.036805604214287024, -0.021074127723506808, 0.0020435784977888005, 0.039660086696560626]","[0.026263260511053987, 0.003437379902872184, 0.028276850159031808, -0.011644766490542802, -0.024147791772586857, -0.008171341273936816, 0.004813193236451019]","[-0.00919831477291877, -0.01509889701515943, 0.013466027595409713, -0.0025945997810624677, -0.017691159807569967, 0.008619381800968773, -0.018842792933369656]","[0.022977940934777896, -0.012704204855465528, 0.05454551759830317, 0.00771455396228693, -0.014258608904706871, 0.0, 0.00959696552183642]"
2020-07-31,train,[0.6153272346831333],"[0.6435628899738515, 0.6515879021594824, 0.6314445829821269, 0.6363996240631876, 0.6081908983435622, 0.6069925324299361, 0.6338817091660182]","[-1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 0]","[0, 0, 0, 0, 1, 0, 0]","[-0.012316085303355928, 0.03190037529853296, -0.007786052809749533, 0.04638136775221935, 0.0019742679680567754, -0.04241986532701736, -0.00042465549822712223]","[-0.016967176884094992, 0.023516698271793146, -0.005755390352630396, 0.05024555943358311, -0.0011321013828493598, -0.021056509096791798, -0.02555799043455753]","[-0.035037113497541905, 0.03146257469029501, -0.006756750225933805, 0.04593643743660425, 0.0062221950954861605, -0.01445466162106257, -0.01721909713355796]","[-0.02668785202247126, 0.04325489896836898, -0.01678342508104136, 0.047269633615894424, -0.004248088470383493, -0.006583443506002928, -0.007705177195880597]","[-0.01510575659547897, 0.016228107526950142, -0.017241444513996895, 0.02067757281867877, 0.007089049604586339, -0.020824275840520157, -0.013692836571731481]","[-0.021401604301915622, 0.01881148121159626, -0.015986582280065553, 0.018859860072717893, 0.00430479481017243, -0.021482739418653973, -0.01042100885307129]","[-0.039603923623967474, 0.003976107709455112, -0.012434527729298317, 0.023442693947841153, 0.036805604214287024, -0.021074127723506808, 0.0020435784977888005]","[-0.03198891520092628, 0.026263260511053987, 0.003437379902872184, 0.028276850159031808, -0.011644766490542802, -0.024147791772586857, -0.008171341273936816]","[-0.0003094018863717407, -0.00919831477291877, -0.01509889701515943, 0.013466027595409713, -0.0025945997810624677, -0.017691159807569967, 0.008619381800968773]","[-0.019766420913452043, 0.022977940934777896, -0.012704204855465528, 0.05454551759830317, 0.00771455396228693, -0.014258608904706871, 0.0]"
2020-08-03,train,[0.6142231222683318],"[0.6153272346831333, 0.6435628899738515, 0.6515879021594824, 0.6314445829821269, 0.6363996240631876, 0.6081908983435622, 0.6069925324299361]","[-1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 0]","[1, 0, 0, 0, 0, 0, 0]","[-0.04387396434848101, -0.012316085303355928, 0.03190037529853296, -0.007786052809749533, 0.04638136775221935, 0.0019742679680567754, -0.04241986532701736]","[-0.03308162869332765, -0.016967176884094992, 0.023516698271793146, -0.005755390352630396, 0.05024555943358311, -0.0011321013828493598, -0.021056509096791798]","[-0.04143525500542544, -0.035037113497541905, 0.03146257469029501, -0.006756750225933805, 0.04593643743660425, 0.0062221950954861605, -0.01445466162106257]","[-0.00913989504010293, -0.02668785202247126, 0.04325489896836898, -0.01678342508104136, 0.047269633615894424, -0.004248088470383493, -0.006583443506002928]","[-0.027169103425772057, -0.01510575659547897, 0.016228107526950142, -0.017241444513996895, 0.02067757281867877, 0.007089049604586339, -0.020824275840520157]","[-0.026586575471627127, -0.021401604301915622, 0.01881148121159626, -0.015986582280065553, 0.018859860072717893, 0.00430479481017243, -0.021482739418653973]","[-0.04467357826005369, -0.039603923623967474, 0.003976107709455112, -0.012434527729298317, 0.023442693947841153, 0.036805604214287024, -0.021074127723506808]","[-0.03505739749288883, -0.03198891520092628, 0.026263260511053987, 0.003437379902872184, 0.028276850159031808, -0.011644766490542802, -0.024147791772586857]","[-0.018108682442190327, -0.0003094018863717407, -0.00919831477291877, -0.01509889701515943, 0.013466027595409713, -0.0025945997810624677, -0.017691159807569967]","[-0.02199814614801232, -0.019766420913452043, 0.022977940934777896, -0.012704204855465528, 0.05454551759830317, 0.00771455396228693, -0.014258608904706871]"
2020-08-04,train,[0.5924909583965057],"[0.6142231222683318, 0.6153272346831333, 0.6435628899738515, 0.6515879021594824, 0.6314445829821269, 0.6363996240631876, 0.6081908983435622]","[-1.0, -1.0, -1.0, 1.0, -1.0, 1.0, 0]","[0, 1, 0, 0, 0, 0, 0]","[-0.0017943499857765444, -0.04387396434848101, -0.012316085303355928, 0.03190037529853296, -0.007786052809749533, 0.04638136775221935, 0.0019742679680567754]","[0.014503581474501814, -0.03308162869332765, -0.016967176884094992, 0.023516698271793146, -0.005755390352630396, 0.05024555943358311, -0.0011321013828493598]","[-0.010695176711511767, -0.04143525500542544, -0.035037113497541905, 0.03146257469029501, -0.006756750225933805, 0.04593643743660425, 0.0062221950954861605]","[-0.007412300604935251, -0.00913989504010293, -0.02668785202247126, 0.04325489896836898, -0.01678342508104136, 0.047269633615894424, -0.004248088470383493]","[-0.018018086132081, -0.027169103425772057, -0.01510575659547897, 0.016228107526950142, -0.017241444513996895, 0.02067757281867877, 0.007089049604586339]","[-0.01585905719172076, -0.026586575471627127, -0.021401604301915622, 0.01881148121159626, -0.015986582280065553, 0.018859860072717893, 0.00430479481017243]","[-0.01366903493508087, -0.04467357826005369, -0.039603923623967474, 0.003976107709455112, -0.012434527729298317, 0.023442693947841153, 0.036805604214287024]","[0.02293021444550125, -0.03505739749288883, -0.03198891520092628, 0.026263260511053987, 0.003437379902872184, 0.028276850159031808, -0.011644766490542802]","[0.007093328699253831, -0.018108682442190327, -0.0003094018863717407, -0.00919831477291877, -0.01509889701515943, 0.013466027595409713, -0.0025945997810624677]","[0.0028115963220884943, -0.02199814614801232, -0.019766420913452043, 0.022977940934777896, -0.012704204855465528, 0.05454551759830317, 0.00771455396228693]"
